stop_id,arrival_time,departure_time,min_departure_time,cumulative_distance,planned_arrival_time,planned_departure_time_from_origin,nb_to_board,nb_to_alight,skip_stop,speedup,boarded_passengers_ids,passengers_to_board_ids,boarding_passenger_ids,alighting_passenger_ids,alighting_passengers_ids
42468,61291,61308,,14.665,61313,58440,0,0,0,0,[],[],[],[],[]
42466,61320,61339,,14.832,61336,58440,0,1,0,0,[],[],[],['170777E3E66D7CC65AF1992FD813B1D6275CE474_2297'],[]
42478,61352,61358,,14.999,61360,58440,0,0,0,0,[],[],[],[],[]
42476,61377,61386,,15.245,61395,58440,0,0,0,0,[],[],[],[],[]
42474,61403,61411,,15.491,61430,58440,0,0,0,0,[],[],[],[],[]
42472,61428,61452,,15.711,61461,58440,0,0,0,0,[],[],[],[],[]
42425,61470,61473,,15.948,61495,58440,0,0,0,0,[],[],[],[],[]
42423,61486,61494,,16.13,61520,58440,0,0,0,0,[],[],[],[],[]
42421,61505,61508,,16.276,61541,58440,0,0,0,0,[],[],[],[],[]
41757,61540,61543,,16.609,61588,58440,0,0,0,0,[],[],[],[],[]
41755,61553,61573,,16.753,61609,58440,0,0,0,0,[],[],[],[],[]
42722,61673,61683,,17.047,61650,58440,0,0,0,0,[],[],[],[],[]
42720,61699,61729,,17.256,61680,58440,0,2,0,0,[],[],[],"['7E75FDCC3D0A0DAE74DA3CD09A6C0EE8B9B1A3AF_11697', 'EFCCE6A4FECABB05EABBA6C14F941D18BA9C5D2C_22045']",[]
42716,61745,61760,,17.452,61696,58440,0,0,0,0,[],[],[],[],[]
46260,61989,62045,,20.997,61980,58440,0,0,0,0,[],[],[],[],[]
46261,62073,62083,,21.411,62040,58440,0,0,0,0,[],[],[],[],[]
42523,62116,62126,,21.795,62095,58440,0,0,0,0,[],[],[],[],[]
42525,62150,62166,,22.055,62132,58440,0,0,0,0,[],[],[],[],[]
42527,62174,62183,,22.166,62148,58440,0,0,0,0,[],[],[],[],[]
42529,62195,62199,,22.337,62173,58440,0,0,0,0,[],[],[],[],[]
42518,62214,62229,,22.528,62200,58440,0,0,0,0,[],[],[],[],[]
42520,62244,62296,,22.757,62233,58440,0,1,0,0,[],[],[],['750C382A31AF418C1F348693DEB22CF81FD60AB8_10827'],[]
41354,62319,62328,,22.911,62255,58440,0,1,0,0,[],[],[],['2EFF64FA39F489637106EC810BDEDAB3C92E53AD_4576'],[]
41352,62337,62340,,23.038,62273,58440,0,0,0,0,[],[],[],[],[]
41349,62359,62362,,23.281,62308,58440,0,1,0,0,[],[],[],['854605248_12355'],[]
41347,62386,62395,,23.533,62345,58440,0,0,0,0,[],[],[],[],[]
41345,62410,62413,,23.742,62375,58440,0,0,0,0,[],[],[],[],[]
41343,62427,62448,,23.918,62400,58440,0,0,0,0,[],[],[],[],[]
41799,62511,62514,,24.251,62467,58440,0,0,0,0,[],[],[],[],[]
41797,62536,62540,,24.523,62523,58440,0,0,0,0,[],[],[],[],[]
41795,62558,62591,,24.761,62571,58440,0,1,0,0,[],[],[],['B19391181D21DB215D86B9E731D9F3125F5AE334_16513'],[]
41876,62628,62632,,25.044,62628,58440,0,0,0,0,[],[],[],[],[]
