route_id,stop_id,sequence,distance,count
144E,41200,19,4.518,38
144E,43039,20,5.289,38
144E,43041,21,5.595,38
144E,43044,22,5.839,38
144E,43046,23,5.996,38
144E,43049,24,6.159,38
144E,43052,25,6.391,38
144E,43054,26,6.67,38
144E,42076,27,6.897,38
144E,42097,28,7.094,38
144E,42119,29,7.296,38
144E,42006,30,7.515,38
144E,45046,31,7.679,38
144E,42028,32,7.826,38
144E,42050,33,8.077,38
144E,42053,34,8.398,38
144E,42056,35,8.619,38
144E,42058,36,8.767,38
144E,41419,37,9.165,38
144E,41894,38,9.936,38
144E,41896,39,11.304,38
24O,41267,1,0.53,40
24O,41221,2,0.65,40
24O,41223,3,0.837,40
24O,41225,4,1.235,40
24O,41227,5,1.39,40
24O,41229,6,1.7,40
24O,41232,7,2.192,40
24O,41234,8,2.38,40
24O,41236,9,2.616,40
24O,41238,10,2.738,40
24O,41240,11,2.89,40
24O,41243,12,3.03,40
24O,41245,13,3.195,40
24O,45043,14,3.497,40
24O,41247,15,3.593,40
24O,41249,16,3.77,40
24O,41251,17,3.927,40
24O,41253,18,4.229,40
24O,41255,19,4.396,40
24O,41257,20,4.535,40
24O,41260,21,4.742,40
24O,41263,22,4.838,40
24O,41461,23,5.152,40
24O,41463,24,5.422,40
24O,43062,25,5.658,40
24O,43060,26,5.856,40
24O,43058,27,6.125,40
24O,43055,28,6.385,40
24O,46009,29,6.651,40
24O,46010,30,6.831,40
24O,43053,31,7.014,40
24O,43051,32,7.18,40
24O,43047,33,7.44,40
24O,43045,34,7.615,40
24O,43042,35,7.811,40
24O,43040,36,8.007,40
24O,43038,37,8.301,40
24O,43033,38,9.005,40
24O,45008,39,9.265,40
24O,43034,40,9.506,40
24O,43030,41,9.73,40
24O,43027,42,10.047,40
24O,43025,43,10.407,40
24O,43023,44,10.654,40
24O,43019,45,10.783,40
37N,41267,1,0.511,32
37N,41221,2,0.632,32
37N,41223,3,0.818,32
37N,42749,4,1.211,32
37N,46083,5,1.5,32
37N,46084,6,1.65,32
37N,46085,7,1.941,32
37N,41008,8,2.287,32
37N,41006,9,2.498,32
37N,41391,10,2.976,32
37N,41928,11,3.226,32
37N,41930,12,3.377,32
37N,41913,13,3.568,32
37N,41915,14,3.806,32
37N,41916,15,4.024,32
37N,41919,16,4.305,32
37N,41921,17,4.406,32
37N,41738,18,4.643,32
37N,41742,19,4.917,32
37N,43011,20,5.161,32
37N,43013,21,5.371,32
37N,41635,22,5.665,32
37N,41646,23,5.967,32
37N,41648,24,6.211,32
37N,41650,25,6.352,32
37N,41652,26,6.613,32
37N,41637,27,6.862,32
37N,41639,28,7.22,32
37N,41641,29,7.472,32
37N,41643,30,7.695,32
37N,41124,31,8.005,32
37N,41126,32,8.183,32
37N,41128,33,8.459,32
37N,41129,34,8.712,32
37N,41121,35,8.878,32
37N,41945,36,9.245,32
37N,41946,37,9.5,32
37N,41948,38,9.673,32
37N,41951,39,9.909,31
37N,41953,40,10.207,32
37N,46600,41,10.673,32
37N,45022,42,10.801,32
37N,45023,43,11.046,32
37N,45024,44,11.244,32
37N,46087,45,11.654,32
45N,41028,1,0.414,22
45N,43249,2,0.564,22
45N,43374,3,0.766,22
45N,43439,4,1.057,22
45N,45028,5,1.208,22
45N,45030,6,1.341,22
45N,42836,7,1.669,22
45N,41738,8,2.177,22
45N,41742,9,2.451,22
45N,41744,10,2.822,22
45N,41746,11,3.117,22
45N,46099,12,3.497,22
45N,46100,13,4.362,22
45N,46101,14,4.602,22
45N,46102,15,4.92,22
45N,46103,16,5.206,22
45N,46104,17,5.41,22
45N,46105,18,5.689,22
45N,46388,19,5.876,22
45N,46426,20,6.097,22
45N,46511,21,6.561,22
45N,46635,22,6.961,22
45N,46344,23,7.36,22
45N,46023,24,7.585,22
45N,42730,25,7.89,22
45N,43419,26,8.04,22
45N,42726,27,8.197,22
45N,41076,28,8.393,22
45N,42557,29,8.653,22
45N,42556,30,8.888,22
45N,45017,31,9.067,22
45N,42554,32,9.273,22
45N,42552,33,9.479,22
45N,43180,34,9.628,22
45N,41860,35,10.13,22
45N,41862,36,10.489,22
45N,41864,37,10.767,22
45N,41867,38,10.937,22
45N,41869,39,11.136,22
45N,41871,40,11.444,22
45N,41873,41,11.648,22
45N,41875,42,11.757,22
45N,41878,43,11.984,22
45N,41880,44,12.166,22
45N,41882,45,12.63,22
45N,41884,46,12.816,22
45N,46438,47,13.033,22
45N,41886,48,13.213,22
45N,41889,49,13.351,22
37S,46069,1,0.183,20
37S,46070,2,0.412,22
37S,46071,3,0.737,24
37S,46072,4,0.956,25
37S,46073,5,1.158,25
37S,46074,6,1.453,25
37S,41959,7,1.877,25
37S,41961,8,2.229,25
37S,41954,9,2.408,25
37S,41955,10,2.663,25
37S,46075,11,2.942,25
37S,46076,12,3.105,25
37S,46077,13,3.373,25
37S,46078,14,3.518,25
37S,46079,15,3.797,25
37S,41127,16,3.88,25
37S,41125,17,4.016,25
37S,41123,18,4.274,25
37S,41642,19,4.514,25
37S,41640,20,4.807,25
37S,41638,21,5.171,25
37S,41636,22,5.366,25
37S,41651,23,5.651,25
37S,41649,24,5.871,25
37S,41647,25,6.039,25
37S,41645,26,6.337,25
37S,41634,27,6.63,25
37S,43014,28,6.835,25
37S,43012,29,7.047,25
37S,41922,30,7.6,25
37S,41920,31,7.75,25
37S,41918,32,8.007,25
37S,41917,33,8.196,25
37S,41914,34,8.426,25
37S,41912,35,8.648,25
37S,41929,36,8.806,25
37S,41380,37,9.124,25
37S,41395,38,9.46,25
37S,41005,39,9.758,25
37S,46080,40,10.163,25
37S,46081,41,10.409,25
37S,46082,42,10.62,25
37S,42752,43,10.791,25
37S,41226,44,10.947,25
37S,41224,45,11.203,25
37S,41222,46,11.46,25
48E,41842,1,0.493,33
48E,41865,2,0.769,33
48E,41887,3,0.951,33
48E,41796,4,1.313,33
48E,41798,5,1.495,33
48E,41800,6,1.715,33
48E,41341,7,1.842,33
48E,41344,8,2.04,33
48E,41346,9,2.29,33
48E,41348,10,2.484,33
48E,41350,11,2.64,33
48E,41353,12,2.847,33
48E,41355,13,3.048,33
48E,41357,14,3.265,33
48E,41359,15,3.504,33
48E,41361,16,3.706,33
48E,41363,17,4.059,33
48E,41365,18,4.245,33
48E,41367,19,4.576,33
48E,41369,20,4.705,33
48E,41372,21,4.96,33
48E,41373,22,5.072,33
48E,41377,23,5.424,33
48E,41379,24,5.568,33
48E,41382,25,5.786,33
48E,41384,26,6.05,33
48E,41386,27,6.287,33
48E,41388,28,6.453,33
48E,43238,29,6.914,33
48E,43242,30,7.031,33
48E,43244,31,7.384,33
48E,43233,32,7.648,33
48E,43235,33,7.886,33
48E,43236,34,7.978,33
48E,41279,35,8.275,33
48E,42880,36,8.412,33
48E,46112,37,10.642,33
48E,46113,38,10.969,33
48E,46313,39,11.115,33
48E,46314,40,11.329,33
48E,46364,41,11.678,33
48E,46365,42,11.858,33
48E,46539,43,12.026,33
48E,46366,44,12.226,33
48E,46367,45,12.461,33
48E,46368,46,12.667,33
48E,46369,47,12.92,33
48E,46370,48,13.001,33
48E,46598,49,13.459,33
48E,46594,50,13.778,33
48E,46544,51,13.917,33
48E,46545,52,14.046,33
48E,46546,53,14.846,33
48E,46547,54,15.06,33
48E,46548,55,15.185,33
925S,41273,1,0.172,9
925S,42445,2,0.302,10
925S,42446,3,0.439,11
925S,42013,4,0.567,11
925S,42448,5,0.902,11
925S,42460,6,1.109,11
925S,42458,7,1.323,11
925S,42456,8,1.517,11
925S,42453,9,1.682,11
925S,42181,10,1.914,11
925S,42182,11,2.13,11
925S,42183,12,2.326,11
925S,42185,13,2.444,11
925S,42177,14,2.612,11
925S,42175,15,2.766,11
925S,42410,16,2.996,11
925S,42419,17,3.22,11
925S,42417,18,3.376,11
925S,42415,19,3.602,11
925S,42413,20,3.824,11
925S,42011,21,4.028,11
925S,42009,22,4.252,11
925S,42007,23,4.428,11
925S,42004,24,4.875,11
925S,42002,25,5.126,11
925S,42000,26,5.258,11
925S,41998,27,5.466,11
925S,41995,28,5.906,11
925S,41993,29,6.203,11
925S,41991,30,6.385,11
925S,41989,31,6.684,11
925S,41987,32,6.901,11
925S,42139,33,7.22,11
925S,42137,34,7.496,11
925S,42135,35,8.001,11
925S,46528,36,10.369,11
925S,46499,37,11.36,11
925S,46513,38,13.052,11
925S,46536,39,13.842,11
925S,46479,40,14.28,11
925S,46480,41,15.244,11
925S,46481,42,15.913,11
63N,41267,1,0.511,28
63N,41221,2,0.632,28
63N,41223,3,0.818,28
63N,41225,4,1.217,28
63N,41227,5,1.372,28
63N,41229,6,1.681,28
63N,41232,7,2.174,28
63N,41234,8,2.361,28
63N,41236,9,2.597,28
63N,41238,10,2.72,28
63N,41240,11,2.871,28
63N,41688,12,3.039,28
63N,41690,13,3.222,28
63N,41692,14,3.377,28
63N,41515,15,3.522,28
63N,41517,16,3.789,28
63N,41519,17,3.91,28
63N,41513,18,4.144,28
63N,41924,19,4.307,28
63N,41370,20,4.726,28
63N,41351,21,4.879,28
63N,43510,22,5.203,28
63N,43506,23,5.375,28
63N,43343,24,5.784,28
63N,43146,25,5.995,28
63N,41957,26,6.332,28
63N,41952,27,6.625,28
63N,41942,28,7.014,28
63N,41965,29,7.458,28
63N,41018,30,7.892,28
63N,44063,31,8.676,27
63N,41962,32,9.784,27
63N,41950,33,10.019,28
63N,41943,34,10.222,28
63N,41945,35,10.867,28
63N,41946,36,11.122,28
63N,41948,37,11.294,28
63N,46187,38,11.558,28
63N,46315,39,11.742,28
63N,46189,40,11.932,28
63N,46190,41,12.237,28
63N,46191,42,12.485,28
63N,46192,43,12.79,28
63N,46193,44,13.135,28
63N,46402,45,13.326,28
63N,42741,46,13.522,28
63N,45041,47,13.693,28
63N,46194,48,13.903,28
63N,46195,49,14.133,28
63N,46196,50,14.331,28
63N,46197,51,14.488,28
63N,46198,52,14.676,28
63N,46199,53,14.912,28
63N,46200,54,15.1,28
63N,46201,55,15.255,28
63N,46202,56,15.532,28
63N,46203,57,15.792,28
63N,46204,58,16.054,28
63N,46205,59,16.293,28
63N,41658,60,16.56,28
63N,42574,61,16.855,28
63N,42576,62,17.111,28
63N,42578,63,17.476,28
63N,42580,64,17.644,28
63N,42886,65,17.894,28
63N,42888,66,18.045,28
63N,42890,67,18.322,28
63N,42893,68,18.507,28
63N,42897,69,18.733,28
73N,41842,1,0.288,40
73N,41865,2,0.564,40
73N,41887,3,0.746,40
73N,41796,4,1.108,40
73N,41798,5,1.29,40
73N,41800,6,1.51,40
73N,41802,7,1.845,40
73N,41804,8,2.034,40
73N,41807,9,2.272,40
73N,41809,10,2.615,40
73N,41811,11,2.755,40
73N,41813,12,3.158,40
73N,41817,13,3.454,40
73N,41820,14,3.705,40
73N,41822,15,3.844,40
73N,41824,16,4.205,40
73N,41826,17,4.394,40
73N,41828,18,5.075,40
73N,41831,19,5.255,40
73N,41839,20,5.512,40
73N,41834,21,5.668,40
73N,41837,22,5.829,40
73N,41833,23,6.216,40
73N,41841,24,6.388,40
73N,41844,25,6.595,40
73N,41846,26,6.912,39
73N,41848,27,7.318,40
73N,41849,28,7.52,40
73N,41852,29,7.869,40
73N,41854,30,8.126,40
73N,41856,31,8.463,40
73N,41858,32,8.679,40
73N,41860,33,8.927,40
73N,41862,34,9.286,40
73N,41864,35,9.564,40
73N,42912,36,9.85,40
73N,42910,37,10.131,40
73N,42907,38,10.309,40
73N,42905,39,10.471,40
73N,42903,40,10.648,40
73N,42901,41,10.959,40
73N,42895,42,11.411,40
73N,42894,43,11.637,40
73N,42891,44,11.866,40
73N,42889,45,12.1,40
73N,42887,46,12.328,40
73N,43009,47,12.503,40
73N,43007,48,12.726,40
73N,43003,49,13.066,40
73N,43001,50,13.346,40
73N,43000,51,13.557,40
73N,42996,52,13.658,40
73N,42994,53,13.872,40
73N,42992,54,14.099,40
73N,42990,55,14.368,40
73N,42988,56,14.665,40
73N,42986,57,14.805,40
73N,46433,58,14.889,40
73N,46435,59,15.191,40
73N,41206,60,15.471,40
73N,42981,61,16.008,40
73N,42979,62,16.417,40
73N,42977,63,16.604,40
73N,42974,64,16.84,40
73N,42972,65,17.277,40
73N,42970,66,17.615,40
73N,42968,67,18.025,40
73N,42966,68,18.27,40
73N,42963,69,18.673,40
73N,42961,70,18.879,40
73N,43981,71,19.092,40
73N,42959,72,19.344,40
73N,42957,73,19.797,40
73N,42955,74,20.082,40
73N,41048,75,20.411,40
73N,41047,76,20.652,40
902S,43295,1,0.418,23
902S,43929,2,0.78,23
902S,43930,3,0.99,23
902S,43931,4,1.096,23
902S,46428,5,1.341,23
902S,46518,6,1.483,23
902S,46519,7,1.872,23
902S,41294,8,2.077,23
902S,46633,9,2.271,23
902S,41290,10,2.441,23
902S,41288,11,2.846,23
902S,41286,12,3.09,23
902S,41284,13,3.36,23
902S,41302,14,3.677,23
902S,41300,15,3.89,23
902S,41298,16,4.052,23
902S,41293,17,4.424,23
902S,41442,18,4.679,23
902S,41419,19,5.055,23
902S,41894,20,5.827,23
902S,41896,21,7.195,23
76O,43343,1,0.574,40
76O,43146,2,0.785,40
76O,41957,3,1.122,40
76O,41952,4,1.415,40
76O,41942,5,1.804,40
76O,41965,6,2.248,40
76O,46268,7,2.576,40
76O,41963,8,2.65,40
76O,41962,9,2.774,40
76O,41950,10,3.009,40
76O,41943,11,3.212,40
76O,41945,12,3.856,40
76O,41946,13,4.111,40
76O,41948,14,4.284,40
76O,41951,15,4.521,40
76O,41953,16,4.818,40
76O,41268,17,5.336,40
76O,45039,18,5.519,40
76O,45040,19,5.831,40
76O,41495,20,6.231,40
76O,46269,21,6.77,40
76O,46270,22,7.452,40
76O,46413,23,7.598,40
76O,46271,24,7.806,40
76O,41555,25,8.025,40
76O,41497,26,8.271,40
76O,41499,27,8.464,40
76O,43417,28,8.849,40
76O,41501,29,9.115,40
76O,41467,30,9.433,40
76O,41468,31,9.796,40
76O,42437,32,9.957,40
76O,42435,33,10.189,40
76O,42432,34,10.448,40
76O,46263,35,10.577,40
76O,42966,36,10.845,40
76O,42963,37,11.248,40
76O,42961,38,11.455,40
76O,43981,39,11.667,40
76O,42959,40,11.919,40
76O,42957,41,12.372,40
76O,42955,42,12.658,40
76O,41048,43,12.987,40
76O,41047,44,13.215,40
76O,43106,45,13.397,40
76O,43104,46,13.574,40
76O,43102,47,13.798,40
76O,41045,48,14.155,40
76O,46325,49,14.325,40
76O,42946,50,14.593,40
76O,42944,51,14.913,40
76O,42942,52,15.067,40
76O,42939,53,15.287,40
76O,42937,54,15.471,40
76O,46604,55,15.69,40
76O,42935,56,15.789,40
76O,42933,57,16.024,40
76O,42930,58,16.14,40
76O,42928,59,16.376,40
76O,42926,60,16.528,40
76O,42924,61,16.666,40
76O,42922,62,16.817,40
76O,42919,63,17.029,40
76O,42917,64,17.207,40
76O,42915,65,17.432,40
76O,42913,66,17.627,40
76O,42896,67,17.855,40
76O,42997,68,18.123,40
76O,42975,69,18.303,40
76O,42953,70,18.486,40
76O,42931,71,18.796,40
76O,42884,72,19.013,40
76O,46639,73,19.339,40
76O,42583,74,19.639,40
76O,41592,75,19.999,40
76O,41589,76,20.163,40
76O,41587,77,20.352,40
76O,41585,78,20.537,40
76O,41581,79,20.901,40
76O,41600,80,21.07,40
76O,41598,81,21.311,40
76O,41596,82,21.508,40
76O,41594,83,21.681,40
76O,41579,84,21.986,40
27S,46344,1,0.384,27
27S,46023,2,0.609,27
27S,42730,3,0.914,27
27S,43419,4,1.064,27
27S,42726,5,1.221,27
27S,41067,6,1.607,27
27S,45015,7,1.784,27
27S,41074,8,2.007,27
27S,41073,9,2.223,27
27S,42696,10,2.335,27
27S,42698,11,2.51,27
27S,42700,12,2.893,27
27S,42694,13,3.155,27
27S,43989,14,3.233,27
27S,43990,15,3.407,27
27S,43991,16,3.614,27
27S,43992,17,3.966,27
27S,43993,18,4.146,27
27S,43994,19,4.293,27
27S,41906,20,4.468,27
27S,41908,21,4.62,27
27S,41910,22,4.9,27
27S,41901,23,5.24,27
27S,41903,24,5.5,27
27S,42706,25,5.721,27
27S,42708,26,5.905,27
27S,42711,27,6.188,27
27S,42714,28,6.401,27
27S,42723,29,6.803,27
27S,42162,30,7.047,27
27S,42161,31,7.31,27
27S,42159,32,7.561,27
27S,42157,33,7.875,27
27S,41132,34,7.988,27
27S,41131,35,8.085,27
27S,41832,36,8.322,27
27S,41830,37,8.438,27
27S,41827,38,9.081,27
27S,41825,39,9.325,27
27S,41823,40,9.581,27
27S,41821,41,9.798,27
27S,41819,42,10.023,27
27S,41815,43,10.257,27
27S,41816,44,10.507,27
27S,41812,45,10.742,27
27S,41810,46,10.97,27
27S,41808,47,11.27,27
27S,41806,48,11.421,27
27S,41803,49,11.701,27
27S,41801,50,11.926,27
27S,41799,51,12.169,27
27S,41797,52,12.441,27
27S,41795,53,12.679,27
27S,41876,54,12.962,27
151N,41899,1,1.846,54
151N,41897,2,2.735,54
151N,41895,3,4.154,54
151N,41431,4,5.193,54
151N,41263,5,5.676,54
151N,41461,6,5.99,54
151N,41463,7,6.26,54
151N,41410,8,6.405,54
151N,41412,9,6.623,54
151N,41414,10,6.95,54
151N,41416,11,7.264,54
151N,41417,12,7.523,54
151N,41421,13,7.719,54
151N,41424,14,8.072,54
151N,41426,15,8.377,54
151N,41428,16,8.609,54
151N,41430,17,8.912,54
151N,41433,18,9.093,54
151N,41435,19,9.32,54
151N,41437,20,9.507,54
151N,41439,21,9.885,54
151N,41441,22,10.071,54
151N,43266,23,10.788,54
151N,41444,24,11.036,54
151N,46424,25,11.271,54
151N,46307,26,11.479,54
151N,41446,27,11.786,54
151N,41448,28,12.04,54
151N,41450,29,12.436,54
151N,43390,30,12.592,54
151N,41452,31,12.809,54
151N,46308,32,13.588,54
151N,41454,33,13.886,54
151N,46620,34,14.134,54
151N,41456,35,14.276,54
151N,41458,36,14.54,54
151N,46317,37,15.014,54
151N,46277,38,15.363,54
151N,46278,39,15.558,54
151N,46319,40,15.998,54
151N,42999,41,16.169,54
151N,43002,42,16.351,54
151N,43004,43,16.66,54
151N,43008,44,16.973,54
151N,42886,45,17.228,54
151N,42888,46,17.38,54
151N,41548,47,17.582,54
151N,41550,48,17.699,54
151N,41552,49,17.842,54
151N,41554,50,18.03,54
151N,41544,51,18.249,54
22O,42378,1,0.276,21
22O,42224,2,0.664,22
22O,42222,3,0.907,22
22O,42220,4,1.177,22
22O,42218,5,1.402,22
22O,46614,6,1.573,22
22O,42216,7,1.717,22
22O,42213,8,2.012,22
22O,42212,9,2.407,22
22O,42209,10,2.896,22
22O,42206,11,3.457,22
22O,42205,12,3.682,22
22O,46387,13,3.835,22
22O,42202,14,4.129,22
22O,46400,15,5.118,22
22O,42199,16,5.72,22
22O,42196,17,5.923,22
22O,43308,18,6.139,22
22O,42192,19,6.259,22
22O,42190,20,6.611,22
22O,46558,21,6.842,22
22O,46559,22,7.237,22
22O,46560,23,7.606,22
22O,46497,24,7.767,22
22O,46498,25,8.014,22
22O,46561,26,8.367,22
22O,46336,27,8.571,22
22O,46028,28,8.696,22
22O,46029,29,9.194,22
22O,46030,30,9.661,22
22O,46337,31,9.831,22
22O,42797,32,10.278,22
22O,41616,33,10.515,22
22O,41611,34,10.664,22
22O,41613,35,10.869,22
22O,41615,36,11.113,22
22O,41101,37,11.212,22
22O,41110,38,11.336,22
22O,41108,39,11.48,22
22O,41106,40,11.753,22
22O,42104,41,12.036,22
22O,42102,42,12.189,22
22O,42100,43,12.475,22
22O,42098,44,12.749,22
22O,42095,45,13.077,22
22O,42093,46,13.234,22
22O,42091,47,13.582,22
22O,45010,48,13.753,22
22O,42088,49,13.963,22
22O,42085,50,14.144,22
22O,46031,51,14.374,22
22O,42084,52,14.657,22
22O,42081,53,14.832,22
22O,42079,54,15.001,22
22O,42077,55,15.213,22
22O,42074,56,15.411,22
22O,46621,57,15.745,22
22O,42072,58,15.827,22
22O,42070,59,16.022,22
22O,41219,60,16.327,22
22O,42067,61,16.623,22
22O,41557,62,16.872,22
22O,43195,63,17.108,22
22O,43193,64,17.226,22
22O,43191,65,17.538,22
22O,43201,66,17.72,22
22O,43199,67,17.903,22
22O,43197,68,18.015,22
22O,45011,69,18.117,22
22O,41876,70,18.408,22
65N,43343,1,0.592,44
65N,43146,2,0.804,44
65N,41957,3,1.141,44
65N,41952,4,1.434,44
65N,41942,5,1.823,44
65N,41965,6,2.266,44
65N,46268,7,2.595,44
65N,41963,8,2.668,44
65N,41962,9,2.793,44
65N,41950,10,3.028,44
65N,41943,11,3.23,44
65N,41945,12,3.875,44
65N,41946,13,4.13,44
65N,41948,14,4.303,44
65N,41951,15,4.539,44
65N,41953,16,4.837,44
65N,41956,17,5.324,44
65N,46222,18,5.51,44
65N,46223,19,5.652,44
65N,46224,20,6.1,44
65N,46225,21,6.258,44
65N,46226,22,6.531,44
65N,46227,23,6.857,44
65N,46228,24,6.997,44
65N,46229,25,7.279,44
65N,42550,26,7.411,44
65N,42531,27,7.554,44
65N,42533,28,7.766,44
65N,42535,29,7.963,44
65N,42537,30,8.138,44
65N,42539,31,8.433,44
65N,42542,32,8.629,44
65N,42548,33,8.849,44
65N,42546,34,9.077,44
65N,42541,35,9.375,44
65N,46445,36,9.597,44
65N,46446,37,9.931,44
65N,46447,38,10.075,44
65N,46448,39,10.309,44
65N,46449,40,10.648,44
65N,46450,41,10.836,44
65N,46451,42,11.076,44
65N,46452,43,11.307,44
65N,46453,44,11.475,44
65N,43403,45,11.749,44
65N,41530,46,12.072,44
65N,41532,47,12.226,44
65N,46317,48,12.457,44
65N,46277,49,12.805,44
65N,41663,50,12.916,44
65N,41665,51,13.069,44
65N,41655,52,13.34,44
65N,41656,53,13.448,44
65N,41658,54,13.645,44
65N,42574,55,13.94,44
65N,42576,56,14.196,44
65N,42578,57,14.561,44
65N,42580,58,14.729,44
65N,42886,59,14.979,44
65N,42888,60,15.13,44
65N,42890,61,15.407,44
65N,42893,62,15.592,44
65N,42897,63,15.818,44
66E,46239,1,0.142,20
66E,46240,2,0.309,23
66E,46241,3,0.557,24
66E,46242,4,0.857,25
66E,41715,5,1.211,25
66E,41713,6,1.409,25
66E,43066,7,1.669,25
66E,43068,8,1.925,25
66E,43018,9,2.111,25
66E,43021,10,2.281,25
66E,43024,11,2.474,25
66E,43026,12,2.676,25
66E,43029,13,3.037,25
66E,43031,14,3.298,25
66E,43032,15,3.573,25
66E,45045,16,3.826,25
66E,43036,17,4.026,25
66E,43039,18,4.774,25
66E,43041,19,5.079,25
66E,43044,20,5.324,25
66E,43046,21,5.481,25
66E,43049,22,5.644,25
66E,41056,23,5.957,25
66E,41059,24,6.175,25
66E,41061,25,6.38,25
66E,41063,26,6.719,25
66E,42498,27,6.981,25
66E,42496,28,7.137,25
66E,42494,29,7.408,25
66E,42492,30,7.589,25
66E,42489,31,7.666,25
66E,42487,32,7.949,25
66E,42485,33,8.094,25
66E,42483,34,8.252,25
66E,42481,35,8.414,25
66E,42514,36,8.585,25
66E,42512,37,8.794,25
66E,42510,38,8.923,25
66E,41301,39,9.26,25
66E,41303,40,9.568,25
66E,41285,41,9.739,25
66E,41291,42,9.887,25
66E,41287,43,10.089,25
66E,46603,44,10.248,25
66E,41289,45,10.462,25
66E,41292,46,10.706,25
66E,42822,47,10.877,25
66E,42825,48,11.013,25
66E,41509,49,11.519,25
66E,45063,50,11.748,25
66E,41504,51,12.058,25
66E,41506,52,12.18,25
66E,43296,53,12.358,25
39S,41893,1,0.54,32
39S,41891,2,0.762,32
39S,41890,3,0.97,32
39S,41888,4,1.109,29
39S,46437,5,1.303,30
39S,41885,6,1.489,32
39S,41883,7,1.759,32
39S,41881,8,2.149,32
39S,41879,9,2.337,32
39S,41877,10,2.542,32
39S,41874,11,2.7,32
39S,41872,12,2.892,32
39S,41870,13,3.171,32
39S,41868,14,3.279,32
39S,41866,15,3.551,32
39S,41863,16,3.814,32
39S,41861,17,4.229,32
39S,41859,18,4.43,32
39S,41857,19,4.688,32
39S,41855,20,4.983,32
39S,41853,21,5.282,32
39S,41851,22,5.625,32
39S,45016,23,6.035,32
39S,41089,24,6.258,32
39S,41091,25,6.518,32
39S,41093,26,6.749,32
39S,41095,27,7.061,32
39S,41084,28,7.266,32
39S,42704,29,7.728,32
39S,42706,30,7.941,32
39S,42708,31,8.125,32
39S,42711,32,8.408,32
39S,42714,33,8.621,32
39S,42723,34,9.023,32
39S,42162,35,9.267,32
39S,42161,36,9.531,32
39S,42159,37,9.782,32
39S,42157,38,10.096,32
39S,41132,39,10.209,32
39S,41131,40,10.305,32
39S,41832,41,10.542,32
39S,41830,42,10.658,32
39S,41827,43,11.301,32
39S,41825,44,11.545,32
39S,41823,45,11.801,32
39S,41821,46,12.018,32
39S,41819,47,12.243,32
39S,41815,48,12.478,32
39S,42855,49,12.614,32
39S,42853,50,13.043,32
39S,42851,51,13.25,32
39S,42849,52,13.535,32
39S,41922,53,14.262,32
39S,41920,54,14.412,32
39S,41918,55,14.669,32
39S,41917,56,14.858,32
39S,41914,57,15.088,32
39S,43152,58,15.41,32
39S,46444,59,15.685,32
39S,46443,60,15.904,32
39S,48139,61,16.112,32
39S,43343,62,16.81,32
39S,43146,63,17.021,32
39S,41957,64,17.358,32
39S,41952,65,17.651,32
39S,41942,66,18.04,32
39S,41965,67,18.484,32
52E,41706,1,1.735,21
52E,46631,2,2.592,21
52E,46384,3,3.626,21
52E,43302,4,4.462,21
52E,42584,5,5.2,21
52E,46629,6,5.679,21
52E,41393,7,7.171,21
52E,42101,8,7.464,21
52E,42103,9,7.683,21
52E,42105,10,7.879,21
52E,42107,11,8.132,21
52E,42110,12,8.452,21
52E,42112,13,8.715,21
52E,42114,14,8.916,21
52E,42116,15,9.163,21
52E,42118,16,9.631,21
52E,42121,17,9.983,21
52E,42123,18,10.193,21
52E,42125,19,10.535,21
52E,42127,20,10.859,21
52E,42129,21,11.067,21
52E,42132,22,11.564,21
52E,42134,23,12.294,21
52E,42136,24,12.82,21
52E,42138,25,13.077,21
52E,42140,26,13.412,21
52E,41988,27,13.625,21
52E,41990,28,13.913,21
52E,41992,29,14.09,21
52E,41994,30,14.446,21
52E,41996,31,14.834,21
52E,41999,32,15.051,21
52E,42001,33,15.201,21
52E,42003,34,15.43,21
52E,42005,35,15.872,21
52E,42008,36,16.049,21
52E,42010,37,16.271,21
52E,42409,38,16.552,21
52E,42414,39,16.706,21
52E,42416,40,16.935,21
52E,42418,41,17.088,21
52E,42420,42,17.318,21
52E,42411,43,17.546,21
52E,42412,44,17.71,21
52E,42178,45,17.861,21
52E,42179,46,17.98,21
52E,42180,47,18.133,21
52E,42184,48,18.461,21
52E,42447,49,18.606,21
52E,42455,50,18.779,21
52E,42457,51,19.058,21
52E,42459,52,19.17,21
52E,42461,53,19.441,21
52E,42014,54,19.722,21
52E,42016,55,20.045,21
52E,42019,56,20.193,21
52E,42021,57,20.457,21
52E,42023,58,20.689,21
52E,42025,59,20.867,21
52E,42027,60,21.062,21
52E,42030,61,21.23,21
52E,42032,62,21.468,21
52E,42034,63,21.696,21
52E,42036,64,21.964,21
52E,42038,65,22.1,21
52E,42041,66,22.35,21
52E,42043,67,22.688,21
52E,42045,68,22.996,21
52E,42047,69,23.68,21
52E,42049,70,23.904,21
52E,42259,71,24.207,21
52E,42333,72,24.529,21
52E,42355,73,24.88,21
52E,42377,74,25.03,21
52E,42399,75,25.545,21
52E,42271,76,25.84,21
52E,42293,77,25.973,21
52E,42316,78,26.179,21
52E,42319,79,26.377,21
52E,42321,80,26.604,21
52E,42324,81,26.785,21
52E,42326,82,26.907,21
52E,42328,83,27.207,21
52E,42330,84,27.415,21
52E,42332,85,27.671,21
52E,42335,86,27.897,21
52E,42337,87,28.208,20
