route_id,stop_id,sequence,distance,count
31N,41856,33,10.106,33
31N,41858,34,10.322,33
31N,41860,35,10.57,33
31N,41862,36,10.929,33
31N,41864,37,11.207,33
31N,41867,38,11.376,33
31N,41869,39,11.575,33
31N,41871,40,11.884,33
31N,41873,41,12.087,33
31N,41875,42,12.197,33
31N,41878,43,12.424,33
31N,41880,44,12.605,33
31N,41080,45,13.14,33
31N,41081,46,13.388,33
31N,41083,47,13.636,33
31N,41208,48,13.818,33
31N,41112,49,14.074,33
31N,41114,50,14.231,33
31N,41116,51,14.509,33
31N,43166,52,14.744,33
31N,43168,53,14.868,33
31N,43170,54,15.324,33
31N,43172,55,15.518,33
31N,46397,56,15.691,33
31N,43164,57,15.874,33
31N,46506,58,16.151,33
31N,46622,59,16.312,33
31N,42571,60,16.564,33
31N,41030,61,16.756,33
31N,41031,62,16.869,33
31N,41029,63,17.046,30
43N,41842,1,0.306,21
43N,41865,2,0.582,21
43N,41887,3,0.764,21
43N,41796,4,1.126,21
43N,41798,5,1.308,21
43N,41800,6,1.528,21
43N,41802,7,1.863,21
43N,41804,8,2.052,21
43N,41807,9,2.29,21
43N,41809,10,2.633,21
43N,41811,11,2.773,21
43N,41813,12,3.176,21
43N,41817,13,3.472,21
43N,41820,14,3.723,21
43N,41822,15,3.862,21
43N,41824,16,4.223,21
43N,41826,17,4.412,21
43N,42705,18,6.18,21
43N,42719,19,6.324,21
43N,42721,20,6.533,21
43N,42718,21,6.863,21
43N,42715,22,7.21,21
43N,42717,23,7.381,21
43N,45014,24,7.563,21
43N,42712,25,7.713,21
43N,42713,26,7.876,21
43N,42709,27,8.089,21
43N,42710,28,8.404,21
43N,43995,29,8.537,21
43N,42707,30,8.662,21
43N,46415,31,8.953,21
43N,43996,32,9.278,21
43N,46391,33,9.546,21
43N,43997,34,9.728,21
50E,41931,1,0.792,32
50E,41964,2,1.108,32
50E,41966,3,1.341,32
50E,41941,4,1.637,32
50E,41958,5,2.037,32
50E,41937,6,2.333,32
50E,43147,7,2.682,32
50E,43148,8,2.88,32
50E,46443,9,3.183,31
50E,48050,10,3.374,32
50E,41028,11,3.929,32
50E,43249,12,4.079,32
50E,43374,13,4.281,32
50E,43439,14,4.572,32
50E,45028,15,4.723,32
50E,45030,16,4.856,32
50E,42836,17,5.184,32
50E,42839,18,5.352,32
50E,42842,19,5.479,32
50E,42844,20,5.764,32
50E,42847,21,6.208,32
50E,42850,22,6.453,32
50E,42852,23,6.64,32
50E,42854,24,7.121,32
50E,42856,25,7.35,32
50E,42858,26,7.596,32
50E,42857,27,7.721,32
50E,42862,28,8.02,32
50E,42865,29,8.547,32
50E,45031,30,8.922,32
50E,42867,31,9.454,32
50E,42869,32,9.86,32
50E,42871,33,10.125,32
50E,42873,34,10.646,32
50E,46118,35,10.955,32
50E,46119,36,11.294,32
50E,46120,37,11.719,32
50E,42876,38,11.974,32
50E,42879,39,12.151,32
50E,43240,40,12.284,32
50E,41280,41,12.446,32
50E,41282,42,12.637,32
50E,41104,43,12.997,32
50E,41614,44,13.308,32
50E,41612,45,13.508,32
50E,41609,46,13.718,32
50E,41610,47,13.827,32
902N,41899,1,1.876,18
902N,41897,2,2.765,18
902N,41895,3,4.184,18
902N,41431,4,5.223,18
902N,41283,5,5.562,18
902N,46591,6,5.684,18
902N,41297,7,5.969,18
902N,41299,8,6.131,18
902N,41301,9,6.391,18
902N,41303,10,6.7,18
902N,41285,11,6.87,18
902N,41291,12,7.018,18
902N,41287,13,7.22,18
902N,46603,14,7.379,18
902N,41289,15,7.593,18
902N,41292,16,7.837,18
902N,46419,17,8.224,18
902N,46520,18,8.577,18
902N,46429,19,8.753,18
902N,43925,20,8.889,18
902N,43927,21,9.108,18
902N,43928,22,9.236,18
902N,43296,23,9.399,18
56O,41028,1,0.454,30
56O,43149,2,0.71,30
56O,41915,3,1.236,30
56O,41916,4,1.455,30
56O,42840,5,2.108,30
56O,42167,6,2.321,30
56O,42165,7,2.577,30
56O,42163,8,2.834,30
56O,42153,9,3.058,30
56O,42151,10,3.428,30
56O,41782,11,3.754,30
56O,46147,12,3.881,30
56O,46148,13,4.135,30
56O,41932,14,4.565,30
56O,44056,15,5.477,30
56O,43295,16,5.875,30
56O,43929,17,6.237,30
56O,43930,18,6.446,30
56O,43931,19,6.553,30
56O,46472,20,6.753,29
56O,46474,21,7.139,30
56O,41933,22,7.36,30
56O,41935,23,7.56,30
56O,42148,24,7.733,30
56O,42146,25,8.042,30
56O,46393,26,8.237,30
56O,46149,27,8.48,30
56O,46150,28,8.642,30
56O,46151,29,8.901,30
56O,41618,30,9.179,30
56O,46152,31,9.521,30
56O,46153,32,9.642,30
56O,42802,33,9.921,30
56O,42800,34,10.128,30
56O,42882,35,10.505,30
56O,42881,36,10.627,30
56O,42863,37,10.86,30
56O,42837,38,10.972,30
56O,42819,39,11.19,30
56O,41270,40,12.347,30
56O,41269,41,12.675,30
56O,42639,42,12.888,30
56O,46106,43,13.034,30
56O,43437,44,13.156,30
56O,42662,45,13.369,30
56O,46406,46,13.439,30
56O,42674,47,13.586,30
56O,42676,48,13.955,30
56O,42678,49,14.114,30
56O,42641,50,14.308,30
56O,42643,51,14.495,30
56O,45066,52,14.696,30
20O,41241,1,0.573,19
20O,46417,2,0.796,19
20O,42795,3,0.945,19
20O,42585,4,1.129,19
20O,42606,5,1.356,19
20O,42620,6,1.568,19
20O,42622,7,1.728,19
20O,42624,8,1.91,19
20O,42587,9,2.028,19
20O,42589,10,2.247,19
20O,42591,11,2.661,19
20O,42593,12,2.958,19
20O,42595,13,3.102,19
20O,42598,14,3.296,19
20O,42600,15,3.555,19
20O,42602,16,3.703,19
20O,42603,17,3.89,19
20O,42605,18,4.053,19
20O,42608,19,4.181,19
20O,42610,20,4.34,19
20O,42612,21,4.622,19
20O,42614,22,4.785,19
20O,42616,23,5.116,19
20O,42063,24,5.35,19
20O,42061,25,5.577,19
20O,42059,26,5.727,19
20O,46349,27,6.021,19
20O,42057,28,6.128,19
20O,42054,29,6.314,19
20O,46354,30,6.506,19
20O,42052,31,6.638,19
20O,42039,32,6.829,19
20O,42017,33,7.06,19
20O,41997,34,7.196,19
20O,42130,35,7.441,19
20O,42108,36,7.606,19
20O,46324,37,7.812,19
20O,41724,38,8.104,19
20O,41737,39,8.493,19
20O,41735,40,8.809,19
20O,41733,41,8.959,19
20O,41731,42,9.146,19
20O,41722,43,9.383,19
20O,41986,44,9.623,19
20O,41056,45,9.714,19
20O,41059,46,9.933,19
20O,41061,47,10.137,19
20O,41063,48,10.476,19
20O,42497,49,10.766,19
20O,42499,50,10.903,19
20O,42501,51,11.123,19
20O,42504,52,11.428,19
20O,42506,53,11.678,19
46N,46018,1,0.493,33
46N,46625,2,0.777,33
46N,46109,3,1.478,33
46N,46019,4,1.859,33
46N,46020,5,2.195,33
46N,46021,6,2.43,33
46N,42515,7,2.571,33
46N,42480,8,2.692,33
46N,42511,9,2.946,33
46N,42513,10,3.063,33
46N,42516,11,3.322,33
46N,41416,12,3.61,33
46N,41417,13,3.868,33
46N,41421,14,4.065,33
46N,41424,15,4.417,33
46N,42811,16,4.899,33
46N,42810,17,5.129,33
46N,45035,18,5.321,33
46N,42809,19,5.434,33
46N,42807,20,5.545,33
46N,42806,21,5.653,33
46N,42821,22,5.827,33
46N,42802,23,6.103,33
46N,42800,24,6.31,33
46N,42882,25,6.687,33
46N,42881,26,6.809,33
46N,42863,27,7.042,33
46N,42837,28,7.155,33
46N,42819,29,7.372,33
46N,41270,30,8.529,33
46N,41269,31,8.857,33
46N,42639,32,9.07,33
46N,46106,33,9.216,33
46N,43437,34,9.338,33
46N,42662,35,9.552,33
46N,46406,36,9.621,33
46N,42674,37,9.768,33
46N,42676,38,10.137,33
46N,42678,39,10.296,33
46N,42641,40,10.49,33
46N,42643,41,10.678,33
46N,42645,42,10.919,33
46N,42648,43,11.172,33
46N,42651,44,11.43,33
46N,45033,45,11.653,33
46N,42656,46,11.811,33
46N,42654,47,12.027,33
46N,42658,48,12.402,33
46N,42659,49,12.647,33
46N,42661,50,12.912,33
46N,42664,51,13.168,33
46N,42667,52,13.704,33
46N,42669,53,14.087,33
46N,42671,54,14.208,33
46N,42761,55,14.438,33
46N,42763,56,14.654,33
46N,42765,57,14.878,33
46N,43077,58,15.099,33
46N,43093,59,15.26,33
46N,43095,60,15.543,33
46N,43097,61,15.784,33
46N,43079,62,15.961,33
46N,43081,63,16.293,33
66O,43295,1,0.378,22
66O,41505,2,0.745,22
66O,41502,3,1.017,22
66O,45058,4,1.331,22
66O,41508,5,1.56,22
66O,42826,6,1.821,22
66O,46633,7,2.336,22
66O,41290,8,2.506,22
66O,41288,9,2.911,22
66O,41286,10,3.155,22
66O,41284,11,3.425,22
66O,41302,12,3.742,22
66O,42480,13,3.97,22
66O,42511,14,4.224,22
66O,42513,15,4.341,22
66O,42516,16,4.6,22
66O,42482,17,4.691,22
66O,42484,18,4.863,22
66O,42486,19,5.002,22
66O,42488,20,5.272,22
66O,42490,21,5.366,22
66O,42493,22,5.542,22
66O,42495,23,5.848,22
66O,41057,24,6.087,22
66O,41064,25,6.26,22
66O,41062,26,6.575,22
66O,41060,27,6.799,22
66O,41058,28,7.038,22
66O,43047,29,7.313,22
66O,43045,30,7.488,22
66O,43042,31,7.684,22
66O,43040,32,7.88,22
66O,43038,33,8.173,22
66O,43033,34,8.878,22
66O,45008,35,9.138,22
66O,43034,36,9.379,22
66O,43030,37,9.603,22
66O,43027,38,9.92,22
66O,43025,39,10.28,22
66O,43023,40,10.527,22
66O,43019,41,10.656,22
66O,43017,42,10.826,22
66O,43016,43,11.008,22
66O,43067,44,11.279,22
66O,43065,45,11.519,22
66O,41714,46,11.72,22
66O,46322,47,12.074,22
66O,46244,48,12.383,22
66O,46245,49,12.57,22
39N,41931,1,0.814,26
39N,41964,2,1.129,26
39N,41966,3,1.363,26
39N,41941,4,1.659,26
39N,41958,5,2.058,26
39N,41937,6,2.354,26
39N,43147,7,2.703,26
39N,43148,8,2.901,26
39N,46509,9,3.205,26
39N,48039,10,3.395,26
39N,41028,11,3.95,26
39N,43149,12,4.206,26
39N,41915,13,4.732,26
39N,41916,14,4.951,26
39N,41919,15,5.232,26
39N,41921,16,5.332,26
39N,42844,17,5.623,26
39N,42847,18,6.067,26
39N,42850,19,6.312,26
39N,42852,20,6.499,26
39N,41814,21,7.222,26
39N,41817,22,7.375,26
39N,41820,23,7.626,26
39N,41822,24,7.764,26
39N,41824,25,8.126,26
39N,41826,26,8.315,26
39N,41828,27,8.996,26
39N,41831,28,9.176,26
39N,41130,29,9.329,26
39N,41133,30,9.424,26
39N,41134,31,9.544,26
39N,42155,32,9.736,26
39N,42156,33,9.844,26
39N,42158,34,10.103,26
39N,42160,35,10.365,26
39N,42718,36,10.666,26
39N,42715,37,11.013,26
39N,42717,38,11.184,26
39N,45014,39,11.366,26
39N,42712,40,11.516,26
39N,42713,41,11.678,26
39N,42709,42,11.892,26
39N,42710,43,12.206,26
39N,41099,44,12.44,26
39N,41098,45,12.614,26
39N,41092,46,12.916,26
39N,41097,47,13.163,26
39N,41096,48,13.417,26
39N,41094,49,13.688,26
39N,41848,50,13.823,26
39N,41849,51,14.025,26
39N,41852,52,14.374,26
39N,41854,53,14.631,26
39N,41856,54,14.968,26
39N,41858,55,15.184,26
39N,41860,56,15.432,26
39N,41862,57,15.791,26
39N,41864,58,16.069,26
39N,41867,59,16.239,26
39N,41869,60,16.438,26
39N,41871,61,16.746,26
39N,41873,62,16.95,26
39N,41875,63,17.059,26
39N,41878,64,17.286,26
39N,41880,65,17.468,26
39N,41882,66,17.932,26
39N,41884,67,18.118,26
39N,46438,68,18.335,26
39N,41886,69,18.515,26
39N,41889,70,18.653,26
39N,41070,71,18.83,26
27N,41842,1,0.306,24
27N,41865,2,0.582,24
27N,41887,3,0.764,24
27N,41796,4,1.126,24
27N,41798,5,1.308,24
27N,41800,6,1.528,24
27N,41802,7,1.863,24
27N,41804,8,2.052,24
27N,41807,9,2.29,24
27N,41809,10,2.633,24
27N,41811,11,2.773,24
27N,41813,12,3.176,24
27N,41817,13,3.472,24
27N,41820,14,3.723,24
27N,41822,15,3.862,24
27N,41824,16,4.223,24
27N,41826,17,4.412,24
27N,41828,18,5.093,24
27N,41831,19,5.273,24
27N,41130,20,5.426,24
27N,41133,21,5.521,24
27N,41134,22,5.641,24
27N,42155,23,5.833,24
27N,42156,24,5.941,24
27N,42158,25,6.2,24
27N,42160,26,6.462,24
27N,42718,27,6.763,24
27N,42715,28,7.11,24
27N,42717,29,7.281,24
27N,45014,30,7.463,24
27N,42712,31,7.613,24
27N,42713,32,7.776,24
27N,42709,33,7.989,24
27N,41902,34,8.252,24
27N,41911,35,8.594,24
27N,41909,36,8.875,24
27N,41907,37,9.083,24
27N,43983,38,9.198,24
27N,41016,39,9.349,24
27N,41017,40,9.535,24
27N,43986,41,9.811,24
27N,43987,42,10.081,24
27N,43988,43,10.241,24
27N,42693,44,10.337,24
27N,42701,45,10.6,24
27N,42699,46,10.99,24
27N,42697,47,11.157,24
27N,42695,48,11.269,24
27N,41072,49,11.488,24
27N,41071,50,11.765,24
27N,46305,51,11.88,24
27N,46396,52,12.262,24
27N,46303,53,12.414,24
27N,42727,54,12.572,24
27N,42729,55,12.907,24
925N,46475,1,3.231,11
925N,46476,2,4.332,11
925N,46477,3,5.055,11
925N,46478,4,5.954,11
925N,46537,5,6.331,11
925N,46514,6,7.29,11
925N,46500,7,9.029,11
925N,46529,8,9.8,11
925N,42136,9,12.903,11
925N,42138,10,13.16,11
925N,42140,11,13.495,11
925N,41988,12,13.708,11
925N,41990,13,13.996,11
925N,41992,14,14.173,11
925N,41994,15,14.529,11
925N,41996,16,14.917,11
925N,41999,17,15.134,11
925N,42001,18,15.284,11
925N,42003,19,15.514,11
925N,42005,20,15.955,11
925N,42008,21,16.132,11
925N,42010,22,16.354,11
925N,42409,23,16.635,11
925N,42414,24,16.789,11
925N,42416,25,17.018,11
925N,42418,26,17.171,11
925N,42420,27,17.401,11
925N,42411,28,17.629,11
925N,42412,29,17.794,11
925N,42178,30,17.945,11
925N,42179,31,18.063,11
925N,42180,32,18.216,11
925N,42184,33,18.544,11
925N,42447,34,18.689,11
925N,42455,35,18.863,11
925N,42457,36,19.141,11
942E,41921,1,1.796,5
942E,41742,2,2.307,5
942E,46099,3,3.353,5
942E,46515,4,14.0,5
942E,42136,5,18.025,5
942E,42138,6,18.282,5
942E,42140,7,18.617,5
942E,41988,8,18.83,5
942E,41990,9,19.118,5
942E,41992,10,19.296,5
942E,41994,11,19.651,5
942E,41996,12,20.039,5
942E,41999,13,20.256,5
942E,42001,14,20.406,5
942E,42003,15,20.636,5
942E,42005,16,21.078,5
942E,42008,17,21.255,5
942E,42010,18,21.476,5
942E,42409,19,21.758,5
942E,42414,20,21.911,5
942E,42416,21,22.14,5
942E,42418,22,22.293,5
942E,42420,23,22.523,5
942E,42411,24,22.751,5
942E,42412,25,22.916,5
942E,42178,26,23.067,5
942E,42179,27,23.186,5
942E,42180,28,23.338,5
942E,42184,29,23.666,5
942E,42447,30,23.811,5
942E,42455,31,23.985,5
942E,42457,32,24.263,5
36O,46018,1,0.577,11
36O,46625,2,0.861,11
36O,46109,3,1.562,11
36O,46019,4,1.943,11
36O,46020,5,2.279,11
36O,46021,6,2.514,11
36O,42515,7,2.655,11
36O,42480,8,2.776,11
36O,42511,9,3.03,11
36O,42513,10,3.147,11
36O,42516,11,3.406,11
36O,42482,12,3.497,11
36O,42484,13,3.668,11
36O,42486,14,3.808,11
36O,42488,15,4.078,11
36O,42490,16,4.172,11
36O,42493,17,4.348,11
36O,42495,18,4.654,11
36O,46607,19,4.823,11
36O,46577,20,5.077,11
36O,46578,21,5.321,11
36O,46579,22,5.651,11
36O,46580,23,5.875,11
36O,46581,24,6.194,11
36O,46582,25,6.4,11
36O,46583,26,6.625,11
36O,46584,27,7.037,11
36O,41617,28,7.363,11
36O,41967,29,7.575,11
36O,41969,30,7.736,11
36O,41971,31,7.966,11
36O,41973,32,8.056,11
36O,46585,33,8.38,11
36O,46586,34,8.689,11
36O,46587,35,8.911,11
36O,46588,36,9.149,11
252E,41706,1,1.735,8
252E,46631,2,2.592,8
252E,46384,3,3.626,8
252E,43302,4,4.462,8
252E,42584,5,5.2,8
252E,46629,6,5.679,8
252E,41393,7,7.171,8
252E,42101,8,7.464,8
252E,42103,9,7.683,8
252E,42105,10,7.879,8
252E,42107,11,8.132,8
252E,42110,12,8.452,8
252E,42112,13,8.715,8
252E,42114,14,8.916,8
252E,42116,15,9.163,8
252E,42118,16,9.631,8
252E,42121,17,9.983,8
252E,42123,18,10.193,8
252E,42125,19,10.535,8
252E,42127,20,10.859,8
252E,42129,21,11.067,8
252E,42132,22,11.564,8
252E,42134,23,12.294,8
252E,42136,24,12.82,8
252E,42138,25,13.077,8
252E,42140,26,13.412,8
252E,41988,27,13.625,8
252E,41990,28,13.913,8
252E,41992,29,14.09,8
252E,41994,30,14.446,8
252E,41996,31,14.834,8
252E,41999,32,15.051,8
252E,42001,33,15.201,8
252E,42003,34,15.43,8
252E,42005,35,15.872,8
252E,42008,36,16.049,8
252E,42010,37,16.271,8
252E,42409,38,16.552,8
252E,42414,39,16.706,8
252E,42416,40,16.935,8
252E,42418,41,17.088,8
252E,42420,42,17.318,8
252E,42411,43,17.546,8
252E,42412,44,17.71,8
252E,42178,45,17.861,8
252E,42179,46,17.98,8
252E,42180,47,18.133,8
252E,42184,48,18.461,8
252E,42447,49,18.606,8
252E,42455,50,18.779,8
252E,42457,51,19.058,8
41N,41842,1,0.306,5
41N,41865,2,0.582,5
41N,41887,3,0.764,5
41N,41796,4,1.126,5
41N,41798,5,1.308,5
41N,41800,6,1.528,5
41N,41802,7,1.863,5
41N,41804,8,2.052,5
41N,41807,9,2.29,5
41N,41809,10,2.633,5
41N,41811,11,2.773,5
41N,41813,12,3.176,5
41N,41817,13,3.472,5
41N,41820,14,3.723,5
41N,41822,15,3.862,5
41N,41824,16,4.223,5
41N,41826,17,4.412,5
41N,41828,18,5.093,5
41N,41831,19,5.273,5
41N,41839,20,5.53,5
41N,41834,21,5.686,5
41N,41837,22,5.847,5
41N,41833,23,6.234,5
41N,41841,24,6.405,5
41N,41492,25,6.725,5
41N,41490,26,6.935,5
41N,41488,27,7.219,5
41N,45014,28,7.835,5
41N,42712,29,7.984,5
41N,42713,30,8.147,5
41N,42709,31,8.361,5
41N,42710,32,8.675,5
41N,41099,33,8.909,5
41N,41098,34,9.082,5
41N,41092,35,9.384,5
41N,41097,36,9.632,5
41N,41096,37,9.886,5
41N,41094,38,10.157,5
41N,41086,39,10.324,5
41N,41088,40,10.521,5
41N,46023,41,10.778,5
41N,42730,42,11.083,5
41N,43419,43,11.234,5
41N,42726,44,11.39,5
41N,41076,45,11.586,5
41N,42557,46,11.847,5
41N,42556,47,12.081,5
41N,45017,48,12.261,5
41N,42554,49,12.466,5
41N,42552,50,12.673,5
402E,41197,1,0.297,8
402E,43260,2,0.541,8
402E,41190,3,0.662,8
402E,46280,4,0.805,8
402E,41784,5,0.943,8
402E,41785,6,1.141,8
402E,41787,7,1.39,8
402E,46281,8,1.569,8
402E,46282,9,1.799,8
402E,46283,10,3.208,8
402E,46284,11,3.502,8
402E,46285,12,3.661,8
402E,46286,13,4.008,8
402E,46287,14,4.184,8
402E,46288,15,4.396,8
402E,46289,16,4.759,8
402E,46640,17,5.051,8
402E,42920,18,5.144,8
402E,42940,19,5.339,8
402E,42964,20,5.659,8
402E,42987,21,5.817,8
402E,42885,22,6.008,8
402E,42908,23,6.27,8
402E,42914,24,6.488,8
402E,42916,25,6.799,8
402E,42918,26,7.011,8
402E,42921,27,7.133,8
402E,42923,28,7.333,8
402E,42925,29,7.476,8
402E,42927,30,7.614,8
402E,42929,31,7.769,8
402E,42932,32,8.01,8
402E,42934,33,8.119,8
402E,42936,34,8.355,8
402E,46605,35,8.45,8
402E,42938,36,8.67,8
402E,42941,37,8.867,8
402E,42943,38,9.053,8
402E,42945,39,9.229,8
402E,42947,40,9.552,8
402E,45036,41,9.814,8
402E,42950,42,9.954,8
402E,42951,43,10.155,8
402E,42954,44,10.413,8
402E,42956,45,10.568,8
402E,42958,46,11.027,8
402E,42960,47,11.41,8
402E,43982,48,11.613,8
402E,42962,49,11.867,8
402E,42965,50,12.036,8
402E,42967,51,12.417,8
402E,42969,52,12.623,8
402E,42971,53,13.094,8
402E,42973,54,13.415,8
402E,42976,55,13.864,8
402E,42978,56,14.096,8
901N,46515,1,13.104,8
901N,41705,2,18.379,8
901N,41711,3,18.649,8
901N,41213,4,18.96,8
901N,42176,5,19.134,8
901N,42410,6,19.363,8
901N,42419,7,19.587,8
901N,42417,8,19.743,8
901N,42415,9,19.969,8
901N,45012,10,20.251,8
901N,45013,11,20.413,8
901N,46301,12,20.618,8
901N,42458,13,20.853,8
901N,42456,14,21.047,8
901N,42453,15,21.212,8
901N,42449,16,21.363,8
404E,41197,1,0.257,4
404E,43260,2,0.501,4
404E,41190,3,0.621,4
404E,41193,4,0.974,4
404E,41189,5,1.092,4
404E,41187,6,1.308,4
404E,41185,7,1.678,4
404E,41183,8,1.84,4
404E,46533,9,1.915,4
404E,41181,10,2.104,4
404E,43259,11,2.194,4
404E,41178,12,2.478,4
404E,41176,13,2.821,4
404E,41174,14,2.951,4
404E,43022,15,3.094,4
404E,43037,16,3.259,4
404E,43050,17,3.48,4
404E,41697,18,3.775,4
404E,41699,19,4.002,4
404E,41696,20,4.153,4
404E,42650,21,4.361,4
404E,42647,22,4.445,4
404E,42646,23,4.651,4
404E,41717,24,4.864,4
404E,41715,25,5.17,4
404E,41713,26,5.369,4
404E,43066,27,5.629,4
404E,43068,28,5.885,4
404E,43018,29,6.071,4
404E,43021,30,6.24,4
404E,43024,31,6.434,4
404E,43026,32,6.636,4
404E,43029,33,6.996,4
404E,43031,34,7.257,4
2E,41342,1,0.452,4
2E,41360,2,0.628,4
2E,41380,3,0.912,3
2E,41395,4,1.248,4
2E,41323,5,1.492,4
2E,41325,6,1.65,4
2E,41327,7,1.95,4
2E,41331,8,2.244,4
2E,41334,9,2.412,4
2E,41336,10,2.556,4
2E,41338,11,2.708,4
2E,41339,12,2.869,4
2E,41799,13,3.08,4
2E,41797,14,3.352,4
2E,41795,15,3.589,4
2E,41876,16,3.873,4
2E,46423,17,4.101,4
